question_id,subject
00dcb6284b87825a,machine_learning
092b9e4fe0433172,logical_fallacies
12f7ecf8a75a2ace,college_medicine
130c176b1e9977f5,human_sexuality
1ae1a162221379ee,high_school_microeconomics
1dc64c0da75d50c0,college_physics
1e5627cae6ddab5a,college_computer_science
1ed0bec045a4e415,high_school_computer_science
214035595ad56ce3,professional_accounting
21808dc75dac008e,high_school_government_and_politics
2252ea1c56050e21,human_aging
23396e4518373b67,college_chemistry
2420375ef5b5b003,logical_fallacies
2a639cd81168b9ab,professional_psychology
2a6bea28e3958f5c,abstract_algebra
2b8b033a46f70e6f,medical_genetics
2d7e2136b64c2bb7,college_physics
309c90e812a4a32a,world_religions
3508c5657b454bde,moral_disputes
355474e5c119ada7,machine_learning
368b8fd7c6c8f075,professional_accounting
3bb249f57afa97c0,virology
40c9faeabfb75395,college_mathematics
4126fe8b038b7fb4,marketing
44bbdf63c20041a7,computer_security
48c5db7a3910ede8,abstract_algebra
48d94b8d8cf20f5d,high_school_computer_science
4b428e30dcfcca86,professional_psychology
4e2cb9b82b7d7737,clinical_knowledge
4ef2d6e13adc1977,machine_learning
515616585cb5de5d,elementary_mathematics
5ae0eda5e82017ee,marketing
5bcee9e336e8046d,electrical_engineering
5bdfdd83f31dbe73,high_school_computer_science
5cc500cc8764ff23,marketing
5e54a477bebd83db,high_school_microeconomics
6098c5e5ab2e2b4b,professional_medicine
64050edd273cbc8c,us_foreign_policy
69d4d54061fceac0,global_facts
6f96334646389a54,nutrition
7468fc9a2b8c0bf9,college_chemistry
76be0ddd1a5c16d5,nutrition
777f996cb3820423,college_biology
7864efb98f2bc634,machine_learning
7a9971407a3c5464,high_school_microeconomics
7c34fd0d57af4a79,moral_disputes
7de8df4eeac4f88d,jurisprudence
7e9dfd6f7927f5e6,astronomy
7fbf462c482236df,human_sexuality
7fc7e942f73cc17f,virology
878ee65c1a069ec8,high_school_government_and_politics
88c0c3b20bdb7f1a,world_religions
8a0bfb86a81c2a8a,high_school_chemistry
8ba1574dd8418954,college_chemistry
8cd1d75536b0bc82,econometrics
903eb31650674cbb,college_computer_science
925d463965fb4e74,clinical_knowledge
94e5eb7b69cc7e35,high_school_microeconomics
963dc5945a2e5a3f,global_facts
964f7a025e992729,high_school_geography
98bfe6842eb75e8c,conceptual_physics
99b3c7a42bdc0ac9,electrical_engineering
9a954f717d79c207,miscellaneous
9b41514d13fc2fd6,high_school_physics
9bee363ba15d1cf8,college_biology
9e67987625521d4d,clinical_knowledge
a01bd2fbb7735910,jurisprudence
a2830ff977842058,college_medicine
a2a1aa2f94d4c560,college_biology
a94ac5f289ae869b,management
aad346cb7feebef1,human_sexuality
ab8bd83904b7043d,virology
abf9e9ff0ae479c0,marketing
ade967f2b8efd5c8,high_school_computer_science
af0672e08e1d34f8,professional_accounting
af71281228d167c8,us_foreign_policy
b2df4b6dd2504189,international_law
b7194e4d2937935b,high_school_statistics
b9cb785f58df5f35,nutrition
bd4470b2640cb925,nutrition
c2a907f1117129d5,high_school_mathematics
c6035142f726d386,high_school_geography
ca1ce1bba9184097,management
cb809da9f5a8f2c9,security_studies
ccbd120211ef17a1,nutrition
cd36121ba9db5560,high_school_government_and_politics
cd6fa17df7c64a82,econometrics
d8d83c64115a7448,high_school_world_history
dda639d21a841b4a,college_medicine
e117a377b246288a,professional_accounting
e13b9692b8b9c572,abstract_algebra
e4918b11ec491f5f,sociology
e5a2ec702bdaa4a6,high_school_us_history
ea75d41742938eda,logical_fallacies
ed3b9e7429415e54,professional_law
f242fc9ed5106be6,human_aging
f7fae8cbdd979409,college_medicine
f94a43b78a5bc70e,high_school_european_history
fae24ec1d93ed402,jurisprudence
fd5b449d367c17c6,high_school_psychology
